,Title,location,Posting_date,job_link,DESCRIPTION,BASIC QUALIFICATIONS,PREFERRED QUALIFICATIONS,TEAM
82,Data Scientist,"US, WA, Seattle","April 24, 2019",https://www.amazon.jobs/en-gb/jobs/845129/data-scientist,"Amazon’s Worldwide (WW) Environment, Health and Safety (EHS) organization is changing the way we think about our workplace, so that we can keep our associates healthy and safe, while also protecting the environment. We have just started scratching the surface in terms of possibilities, and are exploring everything from using devices to monitor and improve health, to linking together data from our buildings and devices to predict safety-related events. Our team is reinventing the way Amazon anticipates, assesses, and manages workplace hazards and risks. So, if creating industry-first products and solutions interests you, then this might be the role for you.The EHS Data Scientist role will work closely with our global EHS Strategy team to perform multi-layered research and analysis to build deep understanding of the space, and to enhance processes with data-based frameworks that predict workplace risks. Broadly, this person will work with our teams to optimize our global environment, health and safety processes in several ways – from anticipating hazards that could impact people or the environment, to testing hypotheses on specific problems that have been notoriously difficult to solve, and in building machine learning into automation to continuously optimize throughput.If you are a mental athlete who runs towards big problems and can repeatedly surmount challenging obstacles then join us. The ideal candidate is a self-starter, and can work efficiently in a fast-paced environment. The candidate has strong technical background and documented experience of working with complex and large datasets. The candidate has proven experience in partnering with business and technical teams. The successful candidate puts customer first, and has an impressive drive for results. The candidate must be skilled at anticipating and resolving problems, managing multiple priorities, and communicating effectively with different levels of the organization.","- Bachelor's degree in Computer Science, Operations Research, or Math/Statistics- Master’s degree and/or PhD- 5+ years of experience in data science or machine learning- Experience in working with multi-dimensional data- Top notch communication skills, to convey key insights from complex analysis- Ability to diagnose problems and/or customer requirements and translate theminto analysis/product roadmap- Impeccable attention to detail- Ability to deal with ambiguity and competing objectives",- Knowledge of AWS Tools- Experience in R/Python/Spark- Experience in Text Analytics- Experience in Deep Learning and Computer Vision- Experience in Risk Management and/or IOT- Passion for Processes and Systems,Amazon Business
83,Data Scientist - Demand Forecasting,"US, WA, Seattle","April 24, 2019",https://www.amazon.jobs/en-gb/jobs/845003/data-scientist-demand-forecasting,"At Alexa Shopping, we strive to enable shopping in everyday life. We allow customers to instantly order whatever they need, by simply interacting with their Smart Devices such as Amazon Show, Spot, Echo, Dot or Tap. Our Services allow you to shop, no matter where you are or what you are doing, you can go from 'I want that' to 'that's on the way' in a matter of seconds. We are seeking the industry's best to help us create new ways to interact, search and shop. Join us, and you'll be taking part in changing the future of everyday life.We are seeking a Data Scientist to be part of the NLU science team for Alexa Shopping. This is a strategic role to shape and deliver our technical strategy in developing and deploying NLU, Machine Learning solutions to our hardest customer facing problems. Our goal is to delight customers by providing a conversational interaction. These initiatives are at the heart of the organization and recognized as the innovations that will allow us to build a differentiated product that exceeds customer expectations. We're a high energy, fast growth business excited to have the opportunity to shape Alexa Shopping NLU is defined for years to come. If this role seems like a good fit, please reach out, we'd love to talk to you.This role requires working closely with business, engineering and other scientists within Alexa Shopping and across Amazon to deliver ground breaking features. You will lead high visibility and high impact programs collaborating with various teams across Amazon. You will work with a team of Language Engineers and Scientists to launch new customer facing features and improve the current features.Amazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success. We make recruiting decisions based on your experience and skills. We value your passion to discover, invent, simplify and build.","· Bachelor or Master's degree in highly quantitative field (CS, machine learning, mathematics, statistics) or equivalent experience.· Experience with R, Python, Weka, SAS, Matlab or other statistical/machine learning software.· Experience applying various machine learning techniques, and understanding the key parameters that affect their performance.· Experience developing experimental and analytic plans for data modeling processes, use of strong baselines, and the ability to accurately determine cause and effect relationships.· Understanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc.","· 5+ years of experience with machine learning, statistical modeling, data mining, and analytics techniques.· Experience in one or more natural language processing topics: tagging, syntactic parsing, word sense disambiguation, topic modeling; contextual text mining, and application of deep learning to NLP.· Previous experience in a ML or data scientist role with a large technology company.· Fluency in a language other than English",Alexa Shopping
84,Senior Digital Marketing Analyst,"US, WA, Seattle","April 24, 2019",https://www.amazon.jobs/en-gb/jobs/844700/senior-digital-marketing-analyst,"Are you passionate about driving business & customer impact through thoughtful analysis and data-driven insights? Are you a scientific thinker and a deeply technical individual who enjoys working with customers to transform how a business operates? Are you a builder that excels with ambiguity? We are looking for Data Science professionals to drive our analytical revolution in the Talent Acquisition (TA) space. You get the opportunity to work on a ground up rebuild of our analytical capabilities, from data ingress, to building models to measure performance metrics to end user reporting and beyond. In this role, you will invent and build on behalf of candidates, experiment and test new ideas, evangelize successes, and drive consistency.The ideal candidate is an independent Data Scientist who can source data, cleanse, analyze, refine, enrich, model, present, automate and document their findings. You will always be on the lookout for ways to optimize the information flow process, stay on top of latest trends in data science and be able to coordinate and work on multiple, related projects.Responsibilities:- Collaborate with researchers, software developers, and business leaders to define business processes and provide analytical support- Leverage code to analyze complex datasets and design, develop and evaluate models to solve specific business problems- Develop scalable algorithms to measure key performance metrics- Build scalable, efficient, and automated data processes to facilitate customer-facing reporting- Automate TA processes to streamline business operations- Communicate verbally or in writing to business customers / leadership to sharing insights and recommendations","BASIC QUALIFICATIONS- Masters in Data Science, Computer Science, Statistics, Industrial Engineering, Mathematics, Economics- Self-sufficient in data analysis- Fluent in SQL, R, Shiny, Python- Intermediate knowledge of big data technologies such as Spark- Familiarity with BI Tools such as QuickSight, Tableau, and MicroStrategy- 5 years of experience in the analytics or related field","Preferred Qualifications- PhD in Computer Science, Statistics, Industrial Engineering, Mathematics, Economics- Demonstrable experience in dimensional modelling and Data Warehouse tuning- Demonstrable knowledge of statistical methodologies and algorithmic design- Meets/exceeds Amazon’s leadership principles requirements for this role- Meets/exceeds Amazon’s functional/technical depth and complexity for this role- Strong understanding of information security as applied to handling sensitive data- 7 years of experience in the analytics or related fieldAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation",Human Resources
85,"Data Scientist, EU Packaging","LU, Luxembourg","April 24, 2019",https://www.amazon.jobs/en-gb/jobs/844676/data-scientist-eu-packaging,"Come innovate with the Amazon Music team!As a Senior Technical Program Manager at Amazon Music Data Science team, you will have the opportunity to work closely with Data Analytics, Machine Learning, product, design, software development and data platform teams to implement strategy and execution. You will collaborate with the data engineering and product teams to deliver the best data-driven solutions with efficient use of resources and technologies. You will make strong business cases for project prioritization and investment. You will also assess risks, anticipate bottlenecks, make tradeoffs, balance the business needs versus technical constraints and inspire risk-taking behavior to maximize business benefit. If you enjoy solving problems in a dynamic environment and influencing business and technical leaders with your creative solutions, we want to talk to you!Responsibilities:· Drive implementation and delivery of large-scale Music initiatives.· Lead agile engineering and design teams to coordinate, prioritize and deliver to a daring roadmap· Understand service interdependencies and lead cross-functional teams towards technical solutions for multi-tiered systems· Clarify, prioritize and drive project commitments as well as establish and maintain clear chains of accountability· Articulate program goals, desired outcomes, risks/issues and mitigation plan clearly· Mentor junior employees and build effective teams· Support and enhance existing products with thoughtful and measurable impactAmazon Music – Any Way You Want It.Imagine being a part of an agile team where your ideas have the potential to reach millions. Picture working on cutting-edge consumer-facing products, where every single team member is a critical voice in the decision-making process. Envision being able to leverage the resources of a Fortune-500 company within the atmosphere of a start-up. Welcome to Amazon Music, where ideas are born and come to life as Amazon Music Unlimited, Prime Music, and so much more.Everyone on our team has a meaningful impact on product features, new directions in music streaming, and customer engagement. We are looking for new team members across a variety of job functions including software engineering/development, marketing, design, ops and more. Come join us as we make history by launching exciting new projects in the coming year.Our team is focused on building a personalized, curated, and seamless music experience. We want to help our customers discover up-and-coming artists, while also having access to their favorite established musicians. We build systems that are distributed on a large scale, spanning our music apps, web player, and voice-forward audio engagement on mobile and Amazon Echo devices, powered by Alexa to support our customer base. Amazon Music offerings are available in countries around the world, and our applications support our mission of delivering music to customers in new and exciting ways that enhance their day-to-day lives.BASIC QUALIFICATIONS· Bachelor's degree in Software Engineering, Computer Science or a related technical field· 5+ years’ experience with complex technology projects involving data analysis, software engineering and program management· Prior experience with agile methodologies· Experience with project delivery for large, cross functional projects· Experience developing Internet products and technologiesPREFERRED QUALIFICATIONS· Experience building and launching consumer software products for web, mobile or desktop platforms· Ability to handle multiple priorities in an energizing environment· Customer relationship skills including the ability to discover true requirements, underlying feature requests, recommend alternative technical and business approaches, and lead engineering efforts to meet bold timelines with optimal solutions· A deep understanding of the SDLC and consistent record of achieving program objectives on schedule, on budget and meeting quality criteria· Strong sense of ownership and accountability for program success.· Performance Tuning and Scalability TestingAmazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.","· Experience building and launching consumer software products for web, mobile or desktop platforms· Ability to handle multiple priorities in an energizing environment· Customer relationship skills including the ability to discover true requirements, underlying feature requests, recommend alternative technical and business approaches, and lead engineering efforts to meet bold timelines with optimal solutions· A deep understanding of the SDLC and consistent record of achieving program objectives on schedule, on budget and meeting quality criteria· Strong sense of ownership and accountability for program success.· Performance Tuning and Scalability Testing· Experience articulating business questions and using quantitative techniques to arrive at a solution using available data","· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment· Combination of deep technical skills and business savvy enough to interface with all levels and disciplines within our customer’s organization· Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences· Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relationsAmazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientationmusicjobs#",Amazon Music
86,Principal Data Scientist,"US, WA, Seattle","April 24, 2019",https://www.amazon.jobs/en-gb/jobs/844445/principal-data-scientist,"Amazon MusicImagine being a part of an agile team where your ideas have the potential to reach millions. Picture working on cutting-edge consumer-facing products, where every single team member is a critical voice in the decision-making process. Envision being able to leverage the resources of a Fortune-500 company within the atmosphere of a start-up. Welcome to Amazon Music, where ideas are born and come to life as Amazon Music Unlimited, Prime Music, and so much more.As a Senior Data Scientist in Music, you'll discover insights that drive marketing, content and product strategy for our Amazon Music streaming service. You will have the opportunity to work with a huge and rapidly growing data set generated by mobile, desktop and home music streaming application usage interactions and music consumption behaviors.Come innovate with the Amazon Music team!As a successful data scientist at Amazon Music, you will learn to understand the streaming music industry and the meanings of data across Marketing, Product, Finance, Curation and Content. You will expose and measure current performance in marketing acquisition and product engagement. You will identify specific and actionable opportunities to solve existing business problems at Amazon Music, and collaborate with engineering, research, and business teams for future innovation. You need to be a sophisticated user of advanced quantitative techniques for answering specific business questions, and an expert at synthesizing and communicating insights and recommendations to audiences of varying levels of technical sophistication.Major responsibilities include:Translate / Interpret· Complex and interrelated datasets describing customer behavior, messaging, content, product design and financial impact.Measure / Quantify / Expand· Retrieve, synthesize, and present critical data in a format that is immediately useful to answering specific questions or improving system performance.· Analyze historical data to identify trends and support decision making.· Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.· Provide requirements to develop analytic capabilities, platforms, and pipelines.· Apply statistical or machine learning knowledge to specific business problems and data.Explore / Enlighten· Formalize assumptions about how users are expected to behave, create statistical definition of the outlier, and develop methods to systematically identify these outliers. Work out why such examples are outliers and define if any actions needed.· Given anecdotes about anomalies or generate automatic scripts to define anomalies, deep dive to explain why they happen, and identify fixes.· Make Decisions and Recommendations· Build decision-making models and propose solution for the business problem you defined· Conduct written and verbal presentation to share insights and recommendations to audiences of varying levels of technical sophistication.· Utilize code (Python/R/SQL) for data analyzing and modeling algorithms","· Master’s Degree in Statistics, Applied Mathematics, Operation Research, Economics or a related quantitative field.· 4+ years of experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), or statistical/mathematical software (e.g. R, Weka, SAS, Matlab)· Experience articulating business questions and using quantitative techniques to arrive at a solution using available data· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment· Depth and breadth in quantitative knowledge. Excellent quantitative modeling, statistical analysis skills and problem-solving skills. Sophisticated user of statistical tools.· Experience processing, filtering, and presenting large quantities (Millions to Billions of rows) of data· Combination of deep technical skills and business savvy enough to interface with all levels and disciplines within our customer’s organization· Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences· Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations","· PhD Degree in Statistics, Applied Mathematics, Operation· 5+ years of experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), or statistical/mathematical software (e.g. R, SAS, Matlab)· Experience in music industry· Experience in analyzing user behavior in a subscription business modelAmazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientationmusicjobs#",Amazon Music
87,"Program Manager, Analytics","IN, TN, Chennai","April 23, 2019",https://www.amazon.jobs/en-gb/jobs/844353/program-manager-analytics,"Global Talent Management (GTM) is centrally responsible for creating and evolving Amazon’s talent programs and processes. We regularly use data to pitch ideas and drive conversations with Amazon’s executives about how to improve existing talent programs to solve organizational problems focused on (but not limited to) talent differentiation, talent movement, employee-role matching, product integration, promotion practices, organization design and succession planning, and diversity and inclusion, or invent new ones that address the evolving needs of our diverse employee base. We are looking for a dynamic, resourceful, and organized Senior Data Scientist to develop the right data-driven solutions to drive innovation and execute new strategies that support the most critical components of this rapidly scaling operation.You will partner closely with product and program owners, as well as scientists from other disciplines (e.g. economics and statistics) with a clear path to business impact. You develop innovative and even frighteningly bold plans and ideas to discover new ways to advance our goals. You will be expected to be a thought leader as we chart new courses with our rapidly growing employee populations, and lead the way in experimenting new ideas that have not yet been explored. Successful candidates will have a deep knowledge of computing statistical and machine learning methods for large scale prediction problems -or- a deep knowledge of computational optimization methods and mathematical modelling, the communication skills necessary to explain complex technical approaches to a variety of stakeholders and customers, and the excitement to take iterative approaches to tackle big, long term problems.Key Responsibilities:· Uncover drivers, impacts, and key influences on talent outcomes· Develop new predictive and optimization models as well as algorithms for key applications.· Design and implement quick experimentation to test new ideas· Navigate a variety of data sources, such as enterprise data, customize surveys, focus groups, and/or external data sources· Guide the technical approach for the design and implementation of successful models and algorithms in support of teams across Amazon· Ability to distill informal customer requirements into problem definitions, dealing with ambiguity and competing objectives· Work in expert cross-functional teams delivering on demanding projects.· Functionally decompose complex problems into simple, straight-forward solutions.· Share knowledge in state-of-the-art statistics and machine learning research or frontier applied mathematical modelling and computation applicable to our problem space.","Basic Qualifications:· Advanced degree in Artificial Intelligence, Computer Science, Statistics, Applied Math, Operations Research, or related field· Six or more years of applying statistical algorithms and models to solving applied problems in industry· Foundational skills in conducting experimental research studies and data analysis· Proficiency in at least one statistical program (R, SAS, SPSS, etc.)· Outstanding written and verbal communication skills· Experience with guiding R&D strategy for your organization",Preferred Qualifications:· Proven record of innovation and strategic impact across teams· Excellent interpersonal skills and a can-do never-give-up attitude· Ability to work independently and as part of a diverse teamAmazon is an Equal Opportunity Affirmative Action Employer - F/M/V/D,Human Resources
88,"Data Scientist, NLU Analytics ","US, MA, Cambridge","April 23, 2019",https://www.amazon.jobs/en-gb/jobs/843926/data-scientist-nlu-analytics,"We are the Alexa Communications group, and our mission is to bring people closer together. We develop systems for a wide range of communication use cases and modalities. Our charter spans all conceivable communication situations and environments, ranging from announcements to family members that ""dinner is ready"" to business calls with clients. We are passionate about using technology to make interpersonal communication simpler and more effective.We are building a new team in the Comms A.I. organization focused on the improvement of automatic speech recognition. Are you an experienced scientist who has shipped code in production systems, or are you a software engineer with a strong background in research? Are you passionate about pushing the state of the art for the good of the customer? Are you a scrappy builder who loves to get stuff done? If so, we'd love to speak with you.In this role, you will own the production machine learning models behind Alexa Communication. You will be responsible for the model's performance, both for new product features and for existing features. You will also be expected to pursue one or more strategic research projects, including the use of novel machine learning techniques or technologies. To be successful in this role, you must possess a startup mentality, and you must be prepared to go above and beyond for the customer.","· PhD in Math, Statistics, Speech Recognition, Signal Processing, Physics, etc. *OR* 2+ years of experience as a data scientist, research scientist, or machine learning engineer coupled with a masters degree in one of the aforementioned fields *OR* 4+ years experience as a data scientist, research scientist, or machine learning engineer.· Knowledge of computer science fundamentals including, but not limited to, object-oriented design, data structures, algorithm design, problem solving, and complexity analysis.· Experience with at least one major data science language (Python, R, MATLAB, etc.) and at least one major production language (Java, C++, etc.).","· Experience with automatic speech recognition, natural language understanding, or natural language processing.· Experience working on a code base with many contributors.· Proficiency with Python and Java.· Knowledge of AWS technologies and products.· Experience working on large-scale, production machine learning models.Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation",Alexa AI
89,"Data Scientist, Advertising Measurement and Optimization","US, WA, Seattle","April 23, 2019",https://www.amazon.jobs/en-gb/jobs/843805/data-scientist-advertising-measurement-and-optimization,"Excited by using massive amounts of data to develop Machine Learning (ML) and Deep Learning (DL) models? Want to help the largest global enterprises derive business value through the adoption of Artificial Intelligence (AI)? Eager to learn from many different enterprise’s use cases of AWS ML and DL? Thrilled to be key part of Amazon, who has been investing in Machine Learning for decades, pioneering and shaping the world’s AI technology?At Amazon Web Services (AWS), we are helping large enterprises build ML and DL models on the AWS Cloud. We are applying predictive technology to large volumes of data and against a wide spectrum of problems. Our Professional Services organization works together with our AWS customers to address their business needs using AI.AWS Professional Services is a unique consulting team. We pride ourselves on being customer obsessed and highly focused on the AI enablement of our customers. If you have experience with AI, including building ML or DL models, we’d like to have you join our team. You will get to work with an innovative company, with great teammates, and have a lot of fun helping our customers.If you do not live in a market where we have an open Data Scientist position, please feel free to apply. Our Data Scientists can live in any location where we have a Professional Service office.A successful candidate will be a person who enjoys diving deep into data, doing analysis, discovering root causes, and designing long-term solutions. It will be a person who likes to have fun, loves to learn, and wants to innovate in the world of AI. Major responsibilities include:- Understand the customer’s business need and guide them to a solution using our AWS AI Services, AWS AI Platforms, AWS AI Frameworks, and AWS AI EC2 Instances .- Assist customers by being able to deliver a ML / DL project from beginning to end, including understanding the business need, aggregating data, exploring data, building & validating predictive models, and deploying completed models to deliver business impact to the organization.- Use Deep Learning frameworks like MXNet, Caffe 2, Tensorflow, Theano, CNTK, and Keras to help our customers build DL models.- Use SparkML and Amazon Machine Learning (AML) to help our customers build ML models.- Work with our Professional Services Big Data consultants to analyze, extract, normalize, and label relevant data.- Work with our Professional Services DevOps consultants to help our customers operationalize models after they are built.- Assist customers with identifying model drift and retraining models.- Research and implement novel ML and DL approaches, including using FPGA.- This is a customer facing role. You will be required to travel to client locations and deliver professional services when needed.If you do not live in a market where we have an open Data Scientist position, please feel free to apply. Our Data Scientists can live in any location where we have a Professional Services office.","· A Bachelor or Masters Degree in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.) or equivalent experience· 4+ years of industry experience in predictive modeling, data science and analysis· Previous experience in a ML or data scientist role and a track record of building ML or DL models· Experience using Python and/or R· Knowledge of SparkML· Able to write production level code, which is well-written and explainable· Experience using ML libraries, such as scikit-learn, caret, mlr, mllib· Experience working with GPUs to develop models· Experience handling terabyte size datasets· Experience diving into data to discover hidden patterns· Familiarity with using data visualization tools· Knowledge and experience of writing and tuning SQL· Past and current experience writing and speaking about complex technical concepts to broad audiences in a simplified format· Experience giving data presentations","· PhD in a highly quantitative field (Computer Science, Machine Learning, Operational Research, Statistics, Mathematics, etc.)· 4+ years of industry experience in predictive modeling and analysis· Skills with programming languages, such as Java or C/C++· Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations· Consulting experience and track record of helping customers with their AI needs· Publications or presentation in recognized Machine Learning, Deep Learning and Data Mining journals/conferences· Experience with AWS technologies like Redshift, S3, EC2, Data Pipeline, & EMR· Combination of deep technical skills and business savvy enough to interface with all levels and disciplines within our customer’s organization· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environmentAmazon is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation/ Age",Professional Services
90,Data Scientist,"US, WA, Seattle","April 19, 2019",https://www.amazon.jobs/en-gb/jobs/842043/data-scientist,"At Alexa Shopping, we strive to enable shopping in everyday life. We allow customers to instantly order whatever they need, by simply interacting with their Smart Devices such as Echo or Fire TV. Our Services allow you to shop, no matter where you are or what you are doing, you can go from 'I want that' to 'that's on the way' in a matter of seconds. We are seeking the industry's best to help us create new ways to interact, search and shop. You will have an impact on Amazon's new devices and the way shopping is done in the area of IoT. Join us, and you'll be taking part in changing the future of everyday life.The ideal candidate will be an expert in the areas of data science, machine learning and statistics, having hands-on experience with multiple improvement initiatives as well as balancing technical and business judgment to make the right decisions about technology, models and methodologies. As part of this role, you will build models to improve customer’s shopping experience on Alexa. This involves building conversation arbitration models, which recommends the next steps when a customer asks ""Alexa, buy me a paper towels"", defining conversation quality and metrics to measure and continuously improve on it, defining customer identity for Alexa shopping and much more. These are some of the challenges that have not been solved in the industry before. The candidate needs experience with data science / business intelligence, analytics, and reporting systems while striving for simplicity, and demonstrating significant creativity and high judgment backed by statistical proof.This role requires you to build, develop and manage a team of Data Scientists, working closely with business, engineering and other scientists within Alexa Shopping and across Amazon to deliver ground breaking features. You will lead high visibility and high impact programs collaborating with various teams across Amazon.","· A passion for improving customer experience· Bachelor or Master's degree in highly quantitative field (CS, machine learning, mathematics, statistics) or equivalent experience.· 3+ years of experience managing data science teams.· Experience managing platforms or infrastructure software systems· Experience with R, Python, SAS, Matlab or other statistical/machine learning software.· Experience applying various machine learning techniques, and understanding the key parameters that affect their performance.· Experience developing experimental and analytic plans for data modeling processes, use of strong baselines, and the ability to accurately determine cause and effect relationships.· Have a history of building systems that capture and utilize large data sets in order to quantify performance via metrics or KPIs.· Understanding of relevant statistical measures such as confidence intervals, significance of error measurements, development and evaluation data sets, etc.","· 5+ years of experience with machine learning, statistical modeling, data mining, and analytics techniques.· Previous experience in a ML or data scientist role with a large technology company.",Alexa Shopping
91,Language Engineer - Amazon Music NLU,"US, WA, Seattle","April 18, 2019",https://www.amazon.jobs/en-gb/jobs/841691/language-engineer-amazon-music-nlu,"Amazon Search creates powerful, customer-focused search and advertising solutions and technologies. Our Visual Search team creates solutions aimed at helping customers search and discover the world around them via a camera-phone view. We use advanced technologies to leverage our vast catalog of images in ways that dramatically improve the experience of Amazon customers. We tackle complex problems in computer vision, image recognition, machine learning, and large-scale distributed systems.Amazon Search is seeking a detail-oriented Data Specialist to help us build high-quality Amazon-scale datasets for our machine learning efforts. You will work with Data Analysts and Vision Engineers to develop and test the script-based and HTML-based systems needed to rapidly annotate high volumes of data, and to use these systems to build datasets. To succeed, you must be flexible and be able to easily accommodate changing requirements, be able to quickly understand the similarities and differences between different datasets, and proactively seek out ways to improve and scale up our dataset building efforts.Responsibilities include:· Assessing the quality and content of training and test imagery.· Assisting engineering teams in building training and test datasets.· Developing and testing the Python scripts and HTML-based tasks needed to ground truth image data.· Tracking and analyzing system performance to enable stakeholders to make effective decisions.At Amazon Search you’ll experience the benefits of working in a dynamic, entrepreneurial environment, while leveraging the resources of Amazon.com (AMZN), one of the world's leading Internet companies. We provide a highly customer-centric, team-oriented environment in our offices located in Palo Alto, California.","Basic qualifications:· Bachelor’s degree from an accredited institution.· At least 2 years of experience with analytical software such as Excel.· At least 2 years of combined experience with Python, modern JavaScript, CSS3, HTML5 and SQL","Preferred qualifications:· Passion for data and quality.· Strong analysis and troubleshooting skills.· Detail-oriented, with a sharp eye for visual differences between images.· Excellent written and verbal communication skills.· Experience in machine learning, computer vision, statistics, and UX design",Amazon Search
92,Data Scientist II,"IN, TS, Hyderabad","April 18, 2019",https://www.amazon.jobs/en-gb/jobs/841439/data-scientist-ii,"Do you want a unique, exciting opportunity to help build something from the ground up? We are looking for builders who are passionate about data science to join the Marketing Science team within Amazon Advertising.Amazon is investing heavily in building a world class advertising business, and we are responsible for defining and delivering a collection of advertising products that drive discovery and sales. Our products are strategically important to our Retail and Marketplace businesses driving long term growth. We deliver billions of ad impressions and millions of clicks daily and are breaking fresh ground to create world-class products. We are highly motivated, collaborative and fun-loving with an entrepreneurial spirit and bias for action. With a broad mandate to experiment and innovate, we are growing at an unprecedented rate with a seemingly endless range of new opportunities.As a successful data scientist on the Amazon Advertising team, you need to understand performance advertising domain knowledge and the meanings of data. You will expose and measure current Amazon Advertising performance. You will identify specific and actionable opportunities to solve existing business problems, and collaborate with engineering, research, and business teams for future innovation. You need to be a sophisticated user of advanced quantitative techniques for answering specific business questions, and an expert at synthesizing and communicating insights and recommendations to audiences of varying levels of technical sophistication.Major responsibilities include:Translate / Interpret· Translate business questions and concerns into specific quantitative questions that can be answered with available data using sound methodologies. In cases where questions cannot be answered with available data, work with engineers to produce the required data.Measure/Quantify/Expand· Retrieve, synthesize, and present critical data in a format that is immediately useful to answering specific questions or improving system performance.· Analyze historical data to identify trends and support decision making.· Improve upon existing methodologies by developing new data sources, testing model enhancements, and fine-tuning model parameters.· Provide requirements to develop analytic capabilities, platforms, and pipelines.· Apply statistical or machine learning knowledge to specific business problems and data.Explore/Enlighten· Formalize assumptions, create statistical definition of the outlier, and develop methods to systematically identify these outliers. Work out why such examples are outliers and define if any actions needed.· Given anecdotes about anomalies or generate automatic scripts to define anomalies, deep dive to explain why they happen, and identify fixes.Make Decisions or Recommendations· Build decision-making models and propose solution for the business problem you defined· Conduct written and verbal presentation to share insights and recommendations to audiences of varying levels of technical sophistication.","· Statistics, Applied Mathematics, Operation Research, Economics or a related quantitative bachelors' or masters' degree· At least 3 years of experience with data querying languages (e.g. SQL), scripting languages (e.g. Python), or statistical/mathematical software (e.g. R, Weka, SAS, Matlab)· Experience articulating business questions and using quantitative techniques to arrive at a solution using available data","· Depth and breadth in quantitative knowledge. Excellent quantitative modeling, statistical analysis skills and problem-solving skills. Sophisticated user of statistical tools.· Experience processing, filtering, and presenting large quantities (Millions to Billions of rows) of data· Combination of deep technical skills and business savvy enough to interface with all levels and disciplines within our customer’s organization· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment· Excellent verbal and written communication skills with the ability to effectively advocate technical solutions to research scientists, engineering teams and business audiences· Ability to develop experimental and analytic plans for data modeling processes, use of strong baselines, ability to accurately determine cause and effect relations· Demonstrable track record of dealing well with ambiguity, prioritizing needs, and delivering results in a dynamic environment· Experience in digital advertising is a plus· ",Performance Advertising
