,Title,location,Posting_date,job_link,date,DESCRIPTION,BASIC QUALIFICATIONS,PREFERRED QUALIFICATIONS,TEAM
724,"Mobile SDE, IoT, Last Mile Technology","US, WA, Bellevue","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874160/mobile-sde-iot-last-mile-technology,2019-06-10,"ECS is the best way to run containers in AWS. We need Software Development Engineers who want to make it even better. The Elastic Container Service is the infrastructure that our customers use to launch hundreds of millions of containers each week. Our ability to scale and launch new features while maintaining availability is what sets us apart and keeps us growing fast.You will be joining a small team with the charter to make containers the new compute primitive and the first choice when architecting modern applications. Here, you have the chance to be a part of defining how developers use containers at the world’s largest cloud computing company.As a Software Development Engineer, you will be expected to:· Help the team create a first-class experience for our customers· Solve difficult problems with elegant and practical code· Design, build, deploy, and own scalable and robust systems and tools· Become a leader on an expanding team of engineers, learning and growing with fellow engineers· Assist in driving architecture and technology choices for the team· Develop project plans and commitments, and then deliver consistently against those commitments","· 3+ years of non-internship professional software development experience· Programming experience with at least one modern language such as Java, C++, or C# including object-oriented design· 1+ years of experience contributing to the architecture and design (architecture, design patterns, reliability and scaling) of new and current systems.* BS in Computer Science or equivalent* 3+ years of software development experience (Java, C, C++, Go)* Experience with fundamentals in data structures and object-oriented design* Experience building and operating highly-available services","* Experience with design/architecting large-scale distributed systems* Comfortable in a fast-paced, start-up like development environment* Strong customer focus.* Strong verbal and written communication skills.* Strong analytic and problem solving skills.* Development experience with Java-based web servicesAmazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age",Software Development Engineers
725,Software Development Engineer,"CA, BC, Vancouver","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874158/software-development-engineer,2019-06-10,"Use your deep technical skills and experience to make Amazon a better place to work and delight our customers by joining Amazon Connections.Amazon Connections is an innovative program that gives Amazonians globally an effective way to give feedback on the workplace and help shape the future of the company. Connections asks employees quick questions every day and uses that realtime information to learn from their experiences, introduce targeted content to teams around the world, and measure specific outcomes. Our goal is to strengthen Amazon’s workplace culture and help develop leaders who earn trust, remove barriers to excellence, and make Amazon an inspiring place to work.As a Software Development Engineer in Connections you will have technical ownership of the development of new critical parts of this system. You will create technology that changes the face of organization management. You'll join a talented and nimble team of engineers to create innovative ways to streamline delivery. Successful candidates will be strong SDEs who can prioritize well, communicate clearly, and have a consistent track record of delivery.You will drive architectural and design choices, invent new features, develop distributed services, and build a scalable, service-oriented platform for our people. We have a team culture that encourages innovation and we expect developers and management alike to take a high level of ownership for the product vision, technical architecture, and project delivery.In this role you will:· Work with Technical leaders across the org to deliver large distributed projects to delight our customers· Write high-quality, efficient, testable code in Java and other object-oriented languages· Build highly available, secure, systems in a microservices architecture· Collaborate with some of the best engineers in the industry· Find out what it takes to engineer systems for ""Amazon Scale""· Own and operate the systems that you build· Contribute to planning, design, implementation, testing, operations, and process improvement as a senior member of the team· Get firsthand experience engineering client apps as well as AWS services such as Lambda, EC2, S3, DynamoDB and othersThe Connections Software team combines the culture of a startup, the innovation and creativity of a R&D Lab, and technical challenges at the scale of Amazon.We offer opportunities for builders to build and make history!","· BS Computer Science/Computer Engineering· 5+ years of professional development using modern service and web development technologies and techniques· Solid coding practices including peer code reviews, unit testing, and a preference for agile development· Exceptional problem solving and troubleshooting skills· Obsession with quality, operational excellence, and customer experience· Strong verbal and written communication skills and an ability to work in a team environment· Experience and willingness to mentor more junior engineers and help them develop their skills and leadership abilities· Experience designing, building and deploying scalable, highly-available systems· Experience working across teams to deliver highly complex systems at every level","· MS Computer Science/Computer Engineering.· Knowledge of professional software engineering practices & best practices for full software development life cycle, including coding standards, code reviews, source control management, continuous deployments, testing and operations· Experience taking a lead role developing complex software systems that have successfully been delivered to customers.· Experience in communicating with users, other technical teams and senior management to collect requirements, describe software product features, technical designs and product strategy.· Experience with modern UX technology (e.g. React)· Appetite and enthusiasm to work with new technologies· Keen interest in staying current with the latest trends and techniques in the industry· Strong UX skills and sound knowledge of UX best practices with the ability to incorporate them into solutions",HR Operations & Analytics
726,Software Development Manager - Mobile Growth,"US, WA, Seattle","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874157/software-development-manager-mobile-growth,2019-06-10,"Use your deep technical skills and experience to make Amazon a better place to work and delight our customers by joining Amazon Connections.Amazon Connections is an innovative program that gives Amazonians globally an effective way to give feedback on the workplace and help shape the future of the company. Connections asks employees quick questions every day and uses that realtime information to learn from their experiences, introduce targeted content to teams around the world, and measure specific outcomes. Our goal is to strengthen Amazon’s workplace culture and help develop leaders who earn trust, remove barriers to excellence, and make Amazon an inspiring place to work.As a Software Development Engineer in Connections you will have technical ownership of the development of new critical parts of this system. You will create technology that changes the face of organization management. You'll join a talented and nimble team of engineers to create innovative ways to streamline delivery. Successful candidates will be strong SDEs who can prioritize well, communicate clearly, and have a consistent track record of delivery.You will drive architectural and design choices, invent new features, develop distributed services, and build a scalable, service-oriented platform for our people. We have a team culture that encourages innovation and we expect developers and management alike to take a high level of ownership for the product vision, technical architecture, and project delivery.In this role you will:· Work with Technical leaders across the org to deliver large distributed projects to delight our customers· Write high-quality, efficient, testable code in Java and other object-oriented languages· Build highly available, secure, systems in a microservices architecture· Collaborate with some of the best engineers in the industry· Find out what it takes to engineer systems for ""Amazon Scale""· Own and operate the systems that you build· Contribute to planning, design, implementation, testing, operations, and process improvement as a senior member of the team· Get firsthand experience engineering client apps as well as AWS services such as Lambda, EC2, S3, DynamoDB and othersThe Connections Software team combines the culture of a startup, the innovation and creativity of a R&D Lab, and technical challenges at the scale of Amazon.We offer opportunities for builders to build and make history!","· BS Computer Science/Computer Engineering· 5+ years of professional development using modern service and web development technologies and techniques· Solid coding practices including peer code reviews, unit testing, and a preference for agile development· Exceptional problem solving and troubleshooting skills· Obsession with quality, operational excellence, and customer experience· Strong verbal and written communication skills and an ability to work in a team environment· Experience and willingness to mentor more junior engineers and help them develop their skills and leadership abilities· Experience designing, building and deploying scalable, highly-available systems· Experience working across teams to deliver highly complex systems at every level","· MS Computer Science/Computer Engineering.· Knowledge of professional software engineering practices & best practices for full software development life cycle, including coding standards, code reviews, source control management, continuous deployments, testing and operations· Experience taking a lead role developing complex software systems that have successfully been delivered to customers.· Experience in communicating with users, other technical teams and senior management to collect requirements, describe software product features, technical designs and product strategy.· Experience with modern UX technology (e.g. React)· Appetite and enthusiasm to work with new technologies· Keen interest in staying current with the latest trends and techniques in the industry· Strong UX skills and sound knowledge of UX best practices with the ability to incorporate them into solutions",HR Operations & Analytics
727,Front End Engineer,"US, WA, Seattle","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874153/front-end-engineer,2019-06-10,"Use your deep technical skills and experience to make Amazon a better place to work and delight our customers by joining Amazon Connections.Amazon Connections is an innovative program that gives Amazonians globally an effective way to give feedback on the workplace and help shape the future of the company. Connections asks employees quick questions every day and uses that realtime information to learn from their experiences, introduce targeted content to teams around the world, and measure specific outcomes. Our goal is to strengthen Amazon’s workplace culture and help develop leaders who earn trust, remove barriers to excellence, and make Amazon an inspiring place to work.As a Software Development Engineer in Connections you will have technical ownership of the development of new critical parts of this system. You will create technology that changes the face of organization management. You'll join a talented and nimble team of engineers to create innovative ways to streamline delivery. Successful candidates will be strong SDEs who can prioritize well, communicate clearly, and have a consistent track record of delivery.You will drive architectural and design choices, invent new features, develop distributed services, and build a scalable, service-oriented platform for our people. We have a team culture that encourages innovation and we expect developers and management alike to take a high level of ownership for the product vision, technical architecture, and project delivery.In this role you will:· Work with Technical leaders across the org to deliver large distributed projects to delight our customers· Write high-quality, efficient, testable code in Java and other object-oriented languages· Build highly available, secure, systems in a microservices architecture· Collaborate with some of the best engineers in the industry· Find out what it takes to engineer systems for ""Amazon Scale""· Own and operate the systems that you build· Contribute to planning, design, implementation, testing, operations, and process improvement as a senior member of the team· Get firsthand experience engineering client apps as well as AWS services such as Lambda, EC2, S3, DynamoDB and othersThe Connections Software team combines the culture of a startup, the innovation and creativity of a R&D Lab, and technical challenges at the scale of Amazon.We offer opportunities for builders to build and make history!","· BS Computer Science/Computer Engineering· 5+ years of professional development using modern service and web development technologies and techniques· Solid coding practices including peer code reviews, unit testing, and a preference for agile development· Exceptional problem solving and troubleshooting skills· Obsession with quality, operational excellence, and customer experience· Strong verbal and written communication skills and an ability to work in a team environment· Experience and willingness to mentor more junior engineers and help them develop their skills and leadership abilities· Experience designing, building and deploying scalable, highly-available systems· Experience working across teams to deliver highly complex systems at every level","· MS Computer Science/Computer Engineering.· Knowledge of professional software engineering practices & best practices for full software development life cycle, including coding standards, code reviews, source control management, continuous deployments, testing and operations· Experience taking a lead role developing complex software systems that have successfully been delivered to customers.· Experience in communicating with users, other technical teams and senior management to collect requirements, describe software product features, technical designs and product strategy.· Experience with modern UX technology (e.g. React)· Appetite and enthusiasm to work with new technologies· Keen interest in staying current with the latest trends and techniques in the industry· Strong UX skills and sound knowledge of UX best practices with the ability to incorporate them into solutions",HR Operations & Analytics
728,Software Development Engineer,"US, WA, Seattle","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874131/software-development-engineer,2019-06-10,"Use your deep technical skills and experience to make Amazon a better place to work and delight our customers by joining Amazon Connections.Amazon Connections is an innovative program that gives Amazonians globally an effective way to give feedback on the workplace and help shape the future of the company. Connections asks employees quick questions every day and uses that realtime information to learn from their experiences, introduce targeted content to teams around the world, and measure specific outcomes. Our goal is to strengthen Amazon’s workplace culture and help develop leaders who earn trust, remove barriers to excellence, and make Amazon an inspiring place to work.As a Software Development Engineer in Connections you will have technical ownership of the development of new critical parts of this system. You will create technology that changes the face of organization management. You'll join a talented and nimble team of engineers to create innovative ways to streamline delivery. Successful candidates will be strong SDEs who can prioritize well, communicate clearly, and have a consistent track record of delivery.You will drive architectural and design choices, invent new features, develop distributed services, and build a scalable, service-oriented platform for our people. We have a team culture that encourages innovation and we expect developers and management alike to take a high level of ownership for the product vision, technical architecture, and project delivery.In this role you will:· Work with Technical leaders across the org to deliver large distributed projects to delight our customers· Write high-quality, efficient, testable code in Java and other object-oriented languages· Build highly available, secure, systems in a microservices architecture· Collaborate with some of the best engineers in the industry· Find out what it takes to engineer systems for ""Amazon Scale""· Own and operate the systems that you build· Contribute to planning, design, implementation, testing, operations, and process improvement as a senior member of the team· Get firsthand experience engineering client apps as well as AWS services such as Lambda, EC2, S3, DynamoDB and othersThe Connections Software team combines the culture of a startup, the innovation and creativity of a R&D Lab, and technical challenges at the scale of Amazon.We offer opportunities for builders to build and make history!","· BS Computer Science/Computer Engineering· 5+ years of professional development using modern service and web development technologies and techniques· Solid coding practices including peer code reviews, unit testing, and a preference for agile development· Exceptional problem solving and troubleshooting skills· Obsession with quality, operational excellence, and customer experience· Strong verbal and written communication skills and an ability to work in a team environment· Experience and willingness to mentor more junior engineers and help them develop their skills and leadership abilities· Experience designing, building and deploying scalable, highly-available systems· Experience working across teams to deliver highly complex systems at every level","· MS Computer Science/Computer Engineering.· Knowledge of professional software engineering practices & best practices for full software development life cycle, including coding standards, code reviews, source control management, continuous deployments, testing and operations· Experience taking a lead role developing complex software systems that have successfully been delivered to customers.· Experience in communicating with users, other technical teams and senior management to collect requirements, describe software product features, technical designs and product strategy.· Experience with modern UX technology (e.g. React)· Appetite and enthusiasm to work with new technologies· Keen interest in staying current with the latest trends and techniques in the industry· Strong UX skills and sound knowledge of UX best practices with the ability to incorporate them into solutions",HR Operations & Analytics
729,"Sr Software Development Manager, EC2 Hyperplane","US, WA, Seattle","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874123/sr-software-development-manager-ec2-hyperplane,2019-06-10,"The Amazon A to Z team enables the scaling of our hourly workforce. The A to Z mobile application directly impacts the lives of associates by helping them identify the best shifts for their schedule, opportunities to pick up additional work, and choose when they get paid. We are committed to helping associates achieve the work life harmony that is best for them. We are also committed to helping Amazon acquire, train, and retain associates to fulfill Amazon’s mission to be the world’s most customer centric company.We are currently looking for a Sr. Manager Product Management to manage and lead a team of software product managers to success. How to tell if you’ll love this role: You are passionate about the people you lead: their successes are your successes, their failures are your failures. You know how to build a world class product team. You are inspired by current and future customers’ use of technology, and you have an undying need to change their lives for the better. You thrive on the day-to-day collaboration with engineers, UX designers, and other product managers, reaching across team boundaries to make the right things happen. Finally, with your strong ownership bias, you have an infectious desire to continually improve how things are done.In this position, you'll do these things:· Manage software product managers and be responsible for their day-to-day success· Lead the product vision setting, working-backwards product definitions, three-year planning, and successful delivery of new product features.· Influence the roadmap of A to Z and adjacent services· Develop detailed, crisp business requirements and user stories· Present the roadmap or individual features to customers, including at trade-shows and executive briefings· Bring services/features to market, including running Beta programs, collaborating with product marketing, working with industry analysts, etc.","· 5+ years of experience as a manager of product managers· 10+ years of experience as a product manager· 7+ years of experience developing, defining, managing, and executing new products in a fast-paced environment· Experience taking ownership and driving results· Experience in financial modeling, for both cost and revenue· Bachelor’s degree in computer science, mathematics, systems engineering, MIS, or a related field","· 10+ years overall high tech industry experience· Experience launching a consumer targeted mobile application.· Experience launching a consumer targeted web application.· Experience working with UX, Operations, Software Development teams to deliver products to market· Master’s in Business Administration (MBA) or equivalent experience· Meets/exceeds Amazon’s leadership principles requirements for this role· Meets/exceeds Amazon’s functional/technical depth and complexity for this roleAmazon is an equal opportunities employer. We believe passionately that employing a diverse workforce is central to our success and we make recruiting decisions based on your experience and skills. We welcome applications from all members of society irrespective of age, gender, disability, sexual orientation, race, religion or belief.",People Technology
730,Software Development Engineer (Full Stack),"US, WA, Seattle","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874097/software-development-engineer-full-stack,2019-06-10,"Amazon MusicWho you are:Amazon Music is looking for a talented Software Testing Engineer to join us in revolutionizing the digital music playback experience. You will work on Amazon's leading digital music products. We have a focus on quality, so we like modular, reusable designs, continuous integration, and automated test frameworks. We love to work with smart people who have a strong sense of ownership and strong engineering mindset.You are highly-motivated and thrive in an environment where problems are open-ended. You enjoy engaging in passionate discussions and letting the best ideas rise to the top. You see your mistakes as learning opportunities and continually look for ways to improve yourself, your team and your products. You understand that not all solutions come easily and don’t shy away from hard work to reach your goals. You think a millisecond sounds like a really long time.Position Overview· You will be responsible for creating and maintaining a TDD environment for software used by millions of users.· You will be interacting and cooperating with other developers at Amazon Music.· You will be developing testing a cross-platform tool that compiles and runs on Linux, iOS, Android, Mac, and Windows.","· Bachelor's degree or equivalent experience· 3+ years of software testing development experience with a compiled language like C++· Familiarity with additional languages such as (Java, Perl, Ruby, etc)· Familiarity with audio/video codecs and protocols.","· Experience developing high-quality cross-platform code· Ability to learn and adapt to new, complex development environments· Firm understanding of software testing principles· Experienced in all stages of development, including design, development, testing, and deployment· Analytical skills, excellent communication skills, and strong team ethicAmazon.com is an Equal Opportunity-Affirmative Action Employer – Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation. Pursuant to the San Francisco Fair Chance Ordinance, we will consider for employment qualified applicants with arrest and conviction records.#MusicJobs",Amazon Music
731,"Senior Software Development Engineer, EC2 Spaces Team","ZA, Cape Town","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874089/senior-software-development-engineer-ec2-spaces-team,2019-06-10,"Ever wonder how AWS is scaling day by day, solving a mystery and building a history? Join us in building a new distributed billing solution for all AWS Enterprise customers. This is a complex Big Data problem which will need to be carefully handled.This is a ground breaking opportunity where-in you will architect and build a new federated platform in highly configurable, self-service based, horizontally and vertically scalable solution using AWS technologies. You think big, handle ambiguity, yet deliver customer-delighting results. You are ready to be full stack developer. This is a one-off opportunity that involves designing and creating an application from the ground up. You will closely work with the business customers and your work will have direct impact on customer on-boarding process with this federated platform. You are someone who bring holistic view and end to end ownership to his/her work and enjoys working with multiple technologies concurrently. You are sort of person who thrives in an environment where you have to be inventive every day because no one has done what you’re doing before!If this sound's as per your heart's desire, then you are reading right job description.You'll be part of a world-class team in a fast-paced environment that has the entrepreneurial feel of a start-up. This is an opportunity to operate and engineer systems on a massive scale, and to gain top-notch experience in cloud computing.In this role, you will…· Be heavily involved with design and product teams to understand needs, propose features, create early prototypes and transform them into exciting experiences.· Architect new, big data and machine learning features that drive real-time data processing solutions under demanding performance thresholds.· Propose innovative tools, frameworks, automations and processes that are used by the entire services team for development.· Write clean, maintainable code and perform peer code-reviews.· Deep-dive into client or server systems to optimize for performance, maintainability, scalability, extensibility as needed.· Mentor your team members to promote engineering excellence","· Bachelor’s Degree in Computer Science or related field· 5+ years professional experience in software development· 3+ Experience in building large scale, multi-tiered, distributed applications.· 1+ years of experience of Core Competency in Java and related technologies.","· Experience developing large scale services on AWS such as Amazon DynamoDB, S3, API Gateway, IAM, Glacier, Redshift, Athena.· Has lead high-impact, cross team impacting architectural design decisions, and guide senior engineers by setting examples to deliver solutions to ambiguous problems.· Has sense of strong ownership, and engineering mindset to change the way how the business is executed to positively impact the future.· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Ability to take a project from scoping requirements through actual launch of the project· Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.· Computer Science fundamentals in object-oriented design· Solid understanding of Computer Science fundamentals like object-oriented design, data structures, algorithm design, problem solving, and complexity analysis· Experience designing and implementing distributed systems.· Meets/exceeds Amazon’s leadership principles requirements for this role· Meets/exceeds Amazon’s functional/technical depth and complexity for this roleAmazon.com is an Equal Opportunity-Affirmative Action Employer – Age / Minority / Female / Disability / Veteran / Gender Identity / Sexual Orientation.",Product and programme Management
732,Software Development Engineer,"ZA, Cape Town","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874088/software-development-engineer,2019-06-10,"Alexa is the ground-breaking personal assistant from Amazon that is re-inventing the Smart Home. Alexa enables control of the entire home with your voice, the simplest and most natural form of communication. The Alexa Smart Home mobile and website experiences are essential companions for Amazon Echo, Tap, and Echo Dot. Together, they form the platform that allows customers to interact directly with the connected home, controlling lighting and temperature today and enabling home automation experiences that customers have never dreamed of before.Who We Are:Alexa Smart Home team is an organization of full-stack engineers committed to bringing innovative Smart Home experiences to Amazon customers. We have deep expertise across the stack, from front-end to backend, iOS, and Android. We are data-driven and focus on making the smart home simpler and more convenient for people who use Alexa every day. We are growing rapidly in Seattle and looking for software development managers to build and lead talented engineering teams.Who You Are:▪ You lead a team of software engineers in the design, development, testing, deployment, and operation of full-stack, consumer or developer-facing APIs.▪ You have a passion for IoT/Smart Home technology and want to own the vision for building Android experiences that customers have not yet dreamed of.▪ You hire and develop highly-motivated engineers, building leaders in your division.▪ You take ownership of the architecture, quality, performance, and operational excellence of the product your team produces.▪ You are a cross-team leader.",▪ 5+ years of experience building and managing development teams▪ Experience in delivering software projects using Agile / Scrum methodologies▪ Bachelors degree in Computer Science or Engineering (or equivalent),▪ Develops long-term strategies and influences leadership decisions▪ Demonstrated effective verbal and written communication skills▪ Exceptional attention to detail and organizational skills▪ Program and project management experience and skillsAmazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age,Alexa Smart Home
733,Software Development Engineer - EC2 Dedicated Hosts,"ZA, Cape Town","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874086/software-development-engineer-ec2-dedicated-hosts,2019-06-10,"Alexa is the ground-breaking personal assistant from Amazon that is re-inventing the Smart Home. Alexa enables control of the entire home with your voice, the simplest and most natural form of communication. The Alexa Smart Home mobile and website experiences are essential companions for Amazon Echo, Tap, and Echo Dot. Together, they form the platform that allows customers to interact directly with the connected home, controlling lighting and temperature today and enabling home automation experiences that customers have never dreamed of before.Who We Are:Alexa Smart Home team is an organization of full-stack engineers committed to bringing innovative Smart Home experiences to Amazon customers. We have deep expertise across the stack, from front-end to backend, iOS, and Android. We are data-driven and focus on making the smart home simpler and more convenient for people who use Alexa every day. We are growing rapidly in Seattle and looking for software development managers to build and lead talented engineering teams.Who You Are:▪ You lead a team of software engineers in the design, development, testing, deployment, and operation of full-stack, consumer or developer-facing APIs.▪ You have a passion for IoT/Smart Home technology and want to own the vision for building Android experiences that customers have not yet dreamed of.▪ You hire and develop highly-motivated engineers, building leaders in your division.▪ You take ownership of the architecture, quality, performance, and operational excellence of the product your team produces.▪ You are a cross-team leader.",▪ 5+ years of experience building and managing development teams▪ Experience in delivering software projects using Agile / Scrum methodologies▪ Bachelors degree in Computer Science or Engineering (or equivalent),▪ Develops long-term strategies and influences leadership decisions▪ Demonstrated effective verbal and written communication skills▪ Exceptional attention to detail and organizational skills▪ Program and project management experience and skillsAmazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age,Alexa Smart Home
734,Software Development Engineer (Full Stack),"US, WA, Seattle","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874081/software-development-engineer-full-stack,2019-06-10,"Alexa is the Amazon cloud service that powers Echo, the groundbreaking Amazon device designed around your voice. We believe voice is the most natural user interface for interacting with technology across many domains; we are inventing the future. The Smart Home within Alexa is focused on making Alexa the user interface for the home. From the simplest voice commands (turn on the lights, turn down the heat) to use cases spanning home security, home entertainment, and home environment, we are evolving Alexa into an intelligent, indispensable service that automates daily routines, simplifies interaction with appliances and electronics, and alerts when something unusual is detected.The Smart Home Core Components team is responsible for developing the Smart Home Skill API, managing the smart device life cycle which includes setup, discovery, control and state. As an Engineer on the team, you will develop highly scalable services to manage billions of smart devices connected to Alexa through the cloud. Your work will span across Alexa skills, voice user interfaces, cloud services, and a rapidly-growing ecosystem of IoT devices. You will help lay the foundation to move from directed device interactions to learned behaviors that span multiple devices throughout the home. You will have the satisfaction of working on a product your friends and family can relate to, and want to use every day. We believe the Smart Home experience has the rare opportunity to have a giant impact on the way people live.","· Bachelor’s Degree in Computer Science or related field or equivalent 3 years of work experience for every 1 year of education· 4+ years professional experience in software development· Experience with Computer Science fundamentals in object-oriented design, data structures, algorithm design, problem solving, and complexity analysis· Knowledge of, at least, one modern programming language such as C, C++, Java, or Perl","· Experience developing cloud software services and an understanding of design for scalability, performance and reliability· Development experience defining, developing and maintaining REST based interfaces· Demonstrated ability to mentor other software developers to maintain architectural vision and software quality· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.",Alexa Smart Home
735,"Entry Level Software Development Engineer, AmazonFresh and Prime Now","US, CA, San Diego","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874060/entry-level-software-development-engineer-amazonfresh-and-prime-now,2019-06-10,"Alexa is the Amazon cloud service that powers Echo, the groundbreaking Amazon device designed around your voice. We believe voice is the most natural user interface for interacting with technology across many domains; we are inventing the future. The Smart Home within Alexa is focused on making Alexa the user interface for the home. From the simplest voice commands (turn on the lights, turn down the heat) to use cases spanning home security, home entertainment, and home environment, we are evolving Alexa into an intelligent, indispensable service that automates daily routines, simplifies interaction with appliances and electronics, and alerts when something unusual is detected.The Smart Home Core Components team is responsible for developing the Smart Home Skill API, managing the smart device life cycle which includes setup, discovery, control and state. As an Engineer on the team, you will develop highly scalable services to manage billions of smart devices connected to Alexa through the cloud. Your work will span across Alexa skills, voice user interfaces, cloud services, and a rapidly-growing ecosystem of IoT devices. You will help lay the foundation to move from directed device interactions to learned behaviors that span multiple devices throughout the home. You will have the satisfaction of working on a product your friends and family can relate to, and want to use every day. We believe the Smart Home experience has the rare opportunity to have a giant impact on the way people live.","· Bachelor’s Degree in Computer Science or related field or equivalent 3 years of work experience for every 1 year of education· 4+ years professional experience in software development· Experience with Computer Science fundamentals in object-oriented design, data structures, algorithm design, problem solving, and complexity analysis· Knowledge of, at least, one modern programming language such as C, C++, Java, or Perl","· Experience developing cloud software services and an understanding of design for scalability, performance and reliability· Development experience defining, developing and maintaining REST based interfaces· Demonstrated ability to mentor other software developers to maintain architectural vision and software quality· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.",Alexa Smart Home
736,Software Engineer - Analytics,"US, CO, Boulder","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874058/software-engineer-analytics,2019-06-10,"Alexa is the Amazon cloud service that powers Echo, the groundbreaking Amazon device designed around your voice. We believe voice is the most natural user interface for interacting with technology across many domains; we are inventing the future. The Smart Home within Alexa is focused on making Alexa the user interface for the home. From the simplest voice commands (turn on the lights, turn down the heat) to use cases spanning home security, home entertainment, and home environment, we are evolving Alexa into an intelligent, indispensable service that automates daily routines, simplifies interaction with appliances and electronics, and alerts when something unusual is detected.The Smart Home Core Components team is responsible for developing the Smart Home Skill API, managing the smart device life cycle which includes setup, discovery, control and state. As an Engineer on the team, you will develop highly scalable services to manage billions of smart devices connected to Alexa through the cloud. Your work will span across Alexa skills, voice user interfaces, cloud services, and a rapidly-growing ecosystem of IoT devices. You will help lay the foundation to move from directed device interactions to learned behaviors that span multiple devices throughout the home. You will have the satisfaction of working on a product your friends and family can relate to, and want to use every day. We believe the Smart Home experience has the rare opportunity to have a giant impact on the way people live.","· Bachelor’s Degree in Computer Science or related field or equivalent 3 years of work experience for every 1 year of education· 4+ years professional experience in software development· Experience with Computer Science fundamentals in object-oriented design, data structures, algorithm design, problem solving, and complexity analysis· Knowledge of, at least, one modern programming language such as C, C++, Java, or Perl","· Experience developing cloud software services and an understanding of design for scalability, performance and reliability· Development experience defining, developing and maintaining REST based interfaces· Demonstrated ability to mentor other software developers to maintain architectural vision and software quality· Knowledge of professional software engineering practices & best practices for the full software development life cycle, including coding standards, code reviews, source control management, build processes, testing, and operations· Experience in communicating with users, other technical teams, and management to collect requirements, describe software product features, and technical designs.Amazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age.",Alexa Smart Home
737,Software Development Engineer,"US, CA, Santa Cruz","June 10, 2019",https://www.amazon.jobs/en-gb/jobs/874038/software-development-engineer,2019-06-10,"Amazon Lumberyard is a free AAA game engine deeply integrated with AWS and Twitch – with full source. The Lumberyard team aspires to help game developers create the highest quality games, engage massive communities of fans, and connect their games to the vast compute and storage of the cloud.We’re just getting started with Lumberyard. We have an excellent team with long tenure building some of the industry’s most respected games, but we are still growing fast and have many positions left to fill. We’re looking for pioneers who can imagine and deliver world-class technology for tomorrow’s most celebrated games. We’re looking for the best people in the industry to join our team of veterans. If you’re excited about the opportunity to invent and build with Amazon technology including AWS and Twitch, we want to talk to you.As a experienced Qt Software Development Engineer on our Editor team, you will be a creative problem solver who enjoys developing tools in Qt. You will work with our engineering teams and customers to design and build tools and pipelines for Lumberyard. We’ll count on you to raise the bar with solid engineering fundamentals and leadership, but also with your passion for making great software that enhances the lives of game developers.","· Bachelor's degree in Computer Science or equivalent experience· 3+ years of professional Qt related software engineering experience, working on multi-discipline teams with a specialty in tools and pipeline development","· Multiple shipped PC/Console titles· Proven expertise building tools and pipelines for game technology using Qt and C++· Deep understanding of game development tools and technologies (e.g. editors, plug-ins, asset pipelines)Experience working on shared/core technology teams for games· Experience with CryEngine or Lumberyard (alternatively Unity, Unreal, or other game engines)· Experience working in a distributed development environment· Working experience with multithreaded and distributed systemsAmazon is an Equal Opportunity Employer – Minority / Women / Disability / Veteran / Gender Identity / Sexual Orientation / Age",Amazon Lumberyard
